crop,soil_type,soil_ph,temperature,humidity,rainfall,disease
Potato,Loamy,6.6,32,85,45,Early Blight
Tomato,Sandy,6.6,34,84,16,Early Blight
Tomato,Loamy,6.2,28,65,60,Healthy
Potato,Sandy,6.8,32,75,41,Early Blight
Potato,Clay,6.9,20,64,62,Healthy
Tomato,Loamy,6.6,32,89,150,Late Blight
Potato,Loamy,6.3,29,77,16,Early Blight
Tomato,Clay,7.1,23,74,77,Early Blight
Tomato,Clay,5.9,35,55,45,Healthy
Pepper,Sandy,5.6,30,92,86,Bacterial Spot
Tomato,Loamy,6.2,35,71,157,Early Blight
Potato,Clay,5.8,20,74,92,Early Blight
Tomato,Sandy,6.3,18,79,29,Early Blight
Pepper,Sandy,5.7,30,95,34,Bacterial Spot
Pepper,Clay,6.0,23,72,179,Bacterial Spot
Pepper,Clay,6.7,22,56,74,Healthy
Potato,Clay,6.0,34,60,139,Healthy
Potato,Sandy,7.2,21,89,35,Early Blight
Pepper,Loamy,6.6,29,87,101,Bacterial Leaf Spot
Tomato,Clay,6.1,29,94,124,Late Blight
Potato,Sandy,5.6,19,58,54,Healthy
Pepper,Loamy,6.6,30,76,17,Bacterial Spot
Pepper,Clay,6.9,28,76,147,Bacterial Spot
Potato,Sandy,6.8,26,94,71,Early Blight
Potato,Clay,6.9,29,66,11,Healthy
Pepper,Clay,7.2,32,62,72,Healthy
Pepper,Sandy,6.1,25,74,31,Bacterial Spot
Pepper,Sandy,6.8,31,95,40,Bacterial Spot
Pepper,Sandy,6.0,29,91,70,Bacterial Spot
Tomato,Sandy,7.1,27,80,82,Early Blight
Potato,Clay,5.9,35,88,104,Late Blight
Potato,Sandy,6.6,26,86,176,Late Blight
Potato,Sandy,5.5,24,84,109,Late Blight
Tomato,Clay,6.2,28,79,111,Early Blight
Tomato,Clay,6.2,21,73,44,Early Blight
Tomato,Sandy,6.4,32,60,120,Healthy
Potato,Clay,6.8,30,59,96,Healthy
Pepper,Loamy,5.7,19,73,37,Bacterial Spot
Potato,Loamy,6.2,25,60,130,Healthy
Pepper,Sandy,6.8,24,80,88,Bacterial Spot
Potato,Loamy,5.8,25,60,168,Healthy
Tomato,Loamy,5.8,32,78,154,Early Blight
Potato,Loamy,7.1,23,83,163,Late Blight
Tomato,Sandy,6.6,21,68,97,Healthy
Pepper,Clay,7.2,23,68,101,Healthy
Pepper,Clay,7.2,34,76,133,Bacterial Spot
Potato,Loamy,6.8,18,70,68,Healthy
Pepper,Sandy,5.9,19,73,146,Bacterial Spot
Potato,Clay,7.0,18,58,78,Healthy
Pepper,Clay,5.8,21,59,114,Healthy
Potato,Clay,6.2,32,60,177,Healthy
Tomato,Clay,5.7,35,64,179,Healthy
Tomato,Clay,6.5,25,57,170,Healthy
Potato,Loamy,5.8,31,88,78,Early Blight
Potato,Sandy,6.7,23,86,160,Late Blight
Potato,Sandy,7.2,23,61,110,Healthy
Pepper,Clay,6.4,27,65,103,Healthy
Potato,Loamy,6.8,26,63,60,Healthy
Potato,Clay,6.2,27,61,39,Healthy
Pepper,Loamy,5.8,26,75,164,Bacterial Spot
Tomato,Loamy,6.6,21,67,75,Healthy
Pepper,Sandy,6.6,20,55,173,Healthy
Tomato,Sandy,5.8,31,63,15,Healthy
Tomato,Loamy,6.9,32,62,114,Healthy
Pepper,Sandy,6.4,32,90,104,Bacterial Leaf Spot
Pepper,Loamy,5.8,28,82,163,Bacterial Leaf Spot
Tomato,Clay,6.2,30,69,156,Healthy
Pepper,Loamy,5.9,29,59,25,Healthy
Pepper,Loamy,7.1,21,88,23,Bacterial Spot
Potato,Clay,7.1,29,68,163,Healthy
Tomato,Clay,5.6,30,89,122,Late Blight
Potato,Loamy,6.7,29,84,128,Late Blight
Pepper,Clay,6.0,23,70,159,Healthy
Tomato,Sandy,6.6,20,90,122,Late Blight
Tomato,Loamy,6.5,20,69,97,Healthy
Potato,Loamy,6.2,27,64,148,Healthy
Pepper,Loamy,6.5,30,71,129,Bacterial Spot
Pepper,Loamy,6.9,29,55,100,Healthy
Pepper,Loamy,5.7,23,64,23,Healthy
Potato,Clay,5.9,23,57,128,Healthy
Tomato,Loamy,5.8,23,57,94,Healthy
Tomato,Loamy,6.4,29,86,13,Early Blight
Pepper,Loamy,5.6,21,83,116,Bacterial Leaf Spot
Tomato,Clay,6.9,33,90,137,Late Blight
Potato,Loamy,6.0,28,69,165,Healthy
Tomato,Loamy,5.7,33,67,161,Healthy
Tomato,Sandy,7.0,35,91,165,Late Blight
Pepper,Sandy,5.6,27,78,25,Bacterial Spot
Tomato,Clay,7.2,22,85,24,Early Blight
Tomato,Loamy,6.7,27,77,50,Early Blight
Pepper,Clay,5.8,26,93,167,Bacterial Leaf Spot
Tomato,Clay,7.1,32,61,24,Healthy
Potato,Loamy,6.1,27,81,172,Late Blight
Potato,Sandy,5.9,24,87,71,Early Blight
Potato,Sandy,6.4,29,62,12,Healthy
Pepper,Clay,6.8,20,62,163,Healthy
Potato,Clay,7.0,21,68,175,Healthy
Tomato,Clay,6.6,30,61,155,Healthy
Tomato,Loamy,6.4,29,63,10,Healthy
Potato,Sandy,6.9,30,66,87,Healthy
Pepper,Sandy,6.1,22,86,131,Bacterial Leaf Spot
Pepper,Clay,6.2,27,65,81,Healthy
Potato,Sandy,6.2,24,93,79,Early Blight
Potato,Sandy,6.2,19,92,140,Late Blight
Potato,Clay,6.9,25,76,47,Early Blight
Potato,Loamy,5.8,30,75,157,Early Blight
Tomato,Sandy,6.9,24,80,106,Early Blight
Tomato,Sandy,6.0,30,83,49,Early Blight
Tomato,Sandy,5.7,25,71,18,Early Blight
Tomato,Clay,6.8,27,69,100,Healthy
Pepper,Clay,7.0,23,80,177,Bacterial Spot
Potato,Sandy,5.9,30,70,156,Healthy
Tomato,Loamy,6.6,33,69,179,Healthy
Potato,Sandy,5.7,30,91,63,Early Blight
Pepper,Loamy,5.6,19,89,90,Bacterial Spot
Pepper,Sandy,5.5,27,75,91,Bacterial Spot
Potato,Sandy,6.4,31,81,131,Late Blight
Tomato,Clay,6.5,30,67,68,Healthy
Pepper,Clay,5.5,22,90,159,Bacterial Leaf Spot
Pepper,Loamy,7.2,18,60,146,Healthy
Tomato,Loamy,6.0,19,78,85,Early Blight
Pepper,Clay,5.7,25,56,87,Healthy
Pepper,Loamy,6.9,23,77,127,Bacterial Spot
Pepper,Sandy,6.8,32,64,33,Healthy
Tomato,Sandy,5.9,25,67,152,Healthy
Potato,Sandy,5.8,34,67,86,Healthy
Tomato,Clay,6.4,18,69,61,Healthy
Pepper,Clay,7.1,28,71,52,Bacterial Spot
Pepper,Sandy,6.8,33,94,87,Bacterial Spot
Tomato,Clay,5.5,19,76,153,Early Blight
Pepper,Loamy,5.8,26,87,129,Bacterial Leaf Spot
Tomato,Clay,5.8,18,67,96,Healthy
Pepper,Clay,5.9,22,80,121,Bacterial Spot
Pepper,Loamy,6.1,28,83,58,Bacterial Spot
Tomato,Clay,5.7,35,66,96,Healthy
Pepper,Sandy,6.1,33,85,125,Bacterial Leaf Spot
Pepper,Sandy,6.6,21,69,36,Healthy
Potato,Sandy,6.8,24,88,35,Early Blight
Tomato,Sandy,6.4,22,80,111,Early Blight
Tomato,Loamy,7.2,26,89,38,Early Blight
Potato,Loamy,6.1,34,61,175,Healthy
Potato,Clay,6.1,23,55,33,Healthy
Potato,Sandy,7.2,29,69,120,Healthy
Potato,Clay,6.9,20,91,107,Late Blight
Tomato,Clay,6.4,26,71,103,Early Blight
Potato,Clay,6.8,29,90,50,Early Blight
Potato,Sandy,6.6,29,60,12,Healthy
Tomato,Sandy,6.4,32,72,90,Early Blight
Tomato,Sandy,6.1,35,93,86,Early Blight
Pepper,Clay,7.2,25,59,143,Healthy
Potato,Loamy,6.5,35,93,65,Early Blight
Potato,Clay,5.8,35,95,179,Late Blight
Tomato,Loamy,6.6,30,67,132,Healthy
Tomato,Loamy,6.0,18,89,101,Late Blight
Pepper,Clay,5.7,29,69,61,Healthy
Potato,Clay,6.4,32,63,126,Healthy
Potato,Loamy,5.7,32,95,137,Late Blight
Potato,Clay,6.3,34,61,37,Healthy
Pepper,Clay,6.7,30,85,64,Bacterial Spot
Potato,Sandy,5.7,33,70,88,Healthy
Pepper,Loamy,5.9,24,68,136,Healthy
Pepper,Sandy,6.0,24,73,158,Bacterial Spot
Pepper,Sandy,7.2,24,94,27,Bacterial Spot
Potato,Sandy,7.2,31,61,138,Healthy
Tomato,Loamy,6.8,28,85,109,Late Blight
Pepper,Sandy,6.0,20,62,122,Healthy
Tomato,Clay,5.7,28,92,75,Early Blight
Pepper,Clay,5.5,29,60,80,Healthy
Tomato,Loamy,7.0,20,79,97,Early Blight
Pepper,Loamy,6.7,23,61,161,Healthy
Pepper,Sandy,6.0,29,68,29,Healthy
Pepper,Sandy,5.9,19,58,112,Healthy
Pepper,Sandy,5.8,27,93,123,Bacterial Leaf Spot
Tomato,Loamy,5.6,21,92,19,Early Blight
Potato,Loamy,6.1,35,65,123,Healthy
Potato,Sandy,6.8,27,63,94,Healthy
Pepper,Loamy,5.9,21,62,47,Healthy
Pepper,Sandy,5.9,32,79,96,Bacterial Spot
Pepper,Clay,7.1,32,69,12,Healthy
Tomato,Sandy,6.2,34,89,51,Early Blight
Pepper,Loamy,5.9,22,83,62,Bacterial Spot
Pepper,Sandy,7.0,20,63,153,Healthy
Potato,Loamy,6.1,20,87,20,Early Blight
Tomato,Sandy,7.2,20,64,62,Healthy
Potato,Sandy,6.5,19,73,116,Early Blight
Tomato,Loamy,6.4,24,62,156,Healthy
Pepper,Loamy,7.0,25,57,105,Healthy
Potato,Loamy,7.1,30,84,97,Early Blight
Tomato,Clay,6.1,19,77,179,Early Blight
Tomato,Sandy,6.6,25,95,129,Late Blight
Tomato,Sandy,6.5,24,73,144,Early Blight
Tomato,Clay,6.4,21,89,81,Early Blight
Potato,Sandy,7.2,32,84,100,Early Blight
Potato,Sandy,7.1,24,64,11,Healthy
Potato,Loamy,5.7,35,95,110,Late Blight
Potato,Clay,7.0,32,75,132,Early Blight
Tomato,Loamy,6.0,23,80,67,Early Blight
Tomato,Sandy,6.3,26,88,99,Early Blight
Potato,Sandy,6.2,34,71,64,Early Blight
Tomato,Loamy,6.1,32,58,146,Healthy
Pepper,Clay,6.9,26,75,154,Bacterial Spot
Potato,Loamy,7.0,20,63,68,Healthy
Potato,Loamy,6.2,30,86,38,Early Blight
Pepper,Loamy,6.1,23,84,172,Bacterial Leaf Spot
Pepper,Sandy,6.6,35,82,151,Bacterial Leaf Spot
Pepper,Clay,5.9,26,90,150,Bacterial Leaf Spot
Pepper,Clay,6.6,21,55,122,Healthy
Tomato,Loamy,7.2,35,73,50,Early Blight
Potato,Clay,6.8,18,80,21,Early Blight
Potato,Clay,7.2,19,85,64,Early Blight
Tomato,Loamy,6.3,33,77,62,Early Blight
Potato,Loamy,6.1,18,69,132,Healthy
Potato,Sandy,5.6,27,73,11,Early Blight
Tomato,Clay,7.0,22,58,77,Healthy
Pepper,Clay,6.0,29,75,34,Bacterial Spot
Tomato,Loamy,5.7,30,87,115,Late Blight
Potato,Loamy,6.5,30,65,73,Healthy
Potato,Sandy,6.2,31,67,56,Healthy
Pepper,Sandy,6.2,24,68,96,Healthy
Potato,Clay,6.2,21,58,28,Healthy
Tomato,Clay,7.1,19,65,85,Healthy
Tomato,Sandy,6.2,31,92,165,Late Blight
Potato,Clay,6.9,19,66,145,Healthy
Pepper,Sandy,6.4,29,70,16,Healthy
Tomato,Loamy,7.0,25,61,135,Healthy
Tomato,Sandy,5.8,18,72,102,Early Blight
Tomato,Sandy,6.2,25,80,80,Early Blight
Potato,Sandy,6.1,28,71,140,Early Blight
Potato,Clay,6.6,26,62,99,Healthy
Tomato,Loamy,6.1,18,58,165,Healthy
Potato,Clay,6.1,22,76,135,Early Blight
Pepper,Sandy,6.5,32,90,37,Bacterial Spot
Pepper,Clay,6.6,33,75,127,Bacterial Spot
Tomato,Loamy,5.7,25,67,103,Healthy
Potato,Clay,6.1,32,82,15,Early Blight
Tomato,Sandy,7.2,22,61,101,Healthy
Tomato,Loamy,6.2,31,58,93,Healthy
Tomato,Sandy,5.6,20,90,157,Late Blight
Pepper,Clay,6.0,21,81,19,Bacterial Spot
Potato,Loamy,6.3,29,94,54,Early Blight
Tomato,Loamy,5.6,31,71,126,Early Blight
Pepper,Sandy,6.4,29,92,169,Bacterial Leaf Spot
Potato,Sandy,7.1,35,69,57,Healthy
Potato,Clay,5.7,30,82,78,Early Blight
Potato,Loamy,5.9,21,69,16,Healthy
Pepper,Sandy,6.9,23,94,87,Bacterial Spot
Potato,Loamy,5.5,19,58,98,Healthy
Tomato,Clay,6.5,23,68,169,Healthy
Potato,Clay,7.1,18,58,24,Healthy
Tomato,Sandy,6.0,27,76,75,Early Blight
Pepper,Loamy,6.9,20,85,96,Bacterial Spot
Potato,Loamy,5.5,24,91,105,Late Blight
Tomato,Loamy,7.1,27,57,28,Healthy
Potato,Clay,5.5,20,83,24,Early Blight
Tomato,Clay,5.5,19,90,143,Late Blight
Pepper,Clay,6.5,26,68,55,Healthy
Potato,Loamy,6.6,32,93,148,Late Blight
Pepper,Loamy,5.8,27,65,61,Healthy
Potato,Clay,6.4,34,63,18,Healthy
Pepper,Sandy,6.1,24,71,39,Bacterial Spot
Pepper,Loamy,6.9,26,78,33,Bacterial Spot
Tomato,Sandy,5.6,34,93,167,Late Blight
Potato,Clay,5.8,28,68,121,Healthy
Tomato,Loamy,6.8,24,95,147,Late Blight
Potato,Loamy,6.0,29,75,39,Early Blight
Tomato,Loamy,7.2,35,69,12,Healthy
Tomato,Loamy,6.3,20,76,72,Early Blight
Tomato,Loamy,6.1,21,83,45,Early Blight
Potato,Loamy,6.3,21,89,179,Late Blight
Tomato,Clay,6.2,28,61,25,Healthy
Pepper,Sandy,5.6,30,86,144,Bacterial Leaf Spot
Potato,Sandy,6.0,30,82,69,Early Blight
Potato,Clay,6.3,26,73,133,Early Blight
Pepper,Sandy,7.0,25,68,161,Healthy
Pepper,Sandy,5.6,21,77,115,Bacterial Spot
Pepper,Clay,6.2,27,77,30,Bacterial Spot
Pepper,Sandy,5.9,18,66,125,Healthy
Pepper,Sandy,5.9,25,87,172,Bacterial Leaf Spot
Potato,Loamy,7.1,28,80,141,Early Blight
Pepper,Clay,7.0,30,87,133,Bacterial Leaf Spot
Pepper,Sandy,5.9,27,65,138,Healthy
Pepper,Sandy,6.3,31,66,34,Healthy
Tomato,Clay,6.7,34,73,87,Early Blight
Potato,Clay,6.3,29,95,164,Late Blight
Tomato,Clay,6.9,29,57,117,Healthy
Tomato,Sandy,5.7,33,81,107,Late Blight
Tomato,Clay,5.6,27,83,158,Late Blight
Pepper,Loamy,5.7,34,77,170,Bacterial Spot
Pepper,Clay,6.8,30,94,149,Bacterial Leaf Spot
Tomato,Sandy,7.0,27,94,127,Late Blight
Pepper,Loamy,7.0,18,68,164,Healthy
Tomato,Loamy,6.3,35,66,45,Healthy
Pepper,Sandy,5.5,29,87,80,Bacterial Spot
Pepper,Clay,6.1,29,70,109,Healthy
Pepper,Clay,6.7,31,83,65,Bacterial Spot
Pepper,Clay,7.1,24,72,69,Bacterial Spot
Pepper,Sandy,6.5,25,63,109,Healthy
Pepper,Clay,5.8,21,69,56,Healthy
Pepper,Loamy,6.8,32,66,35,Healthy
Tomato,Loamy,6.5,20,86,91,Early Blight
Potato,Loamy,6.4,24,82,105,Late Blight
Tomato,Sandy,5.6,28,72,155,Early Blight
Tomato,Clay,5.8,25,73,46,Early Blight
Pepper,Loamy,6.7,30,94,83,Bacterial Spot
Pepper,Loamy,6.9,25,68,179,Healthy
Tomato,Clay,7.0,32,87,97,Early Blight
Potato,Clay,5.8,30,56,36,Healthy
Tomato,Clay,5.9,26,80,76,Early Blight
Tomato,Loamy,7.1,28,89,152,Late Blight
Tomato,Sandy,6.8,29,84,55,Early Blight
Potato,Clay,5.9,18,70,26,Healthy
Tomato,Clay,6.7,25,82,23,Early Blight
Potato,Loamy,5.6,32,77,80,Early Blight
Tomato,Loamy,6.1,27,59,160,Healthy
Tomato,Loamy,5.9,24,95,144,Late Blight
Tomato,Clay,6.6,34,55,82,Healthy
Tomato,Clay,6.0,29,71,25,Early Blight
Tomato,Loamy,6.7,24,92,27,Early Blight
Tomato,Clay,6.9,23,86,128,Late Blight
Tomato,Clay,6.5,28,56,145,Healthy
Pepper,Sandy,7.0,33,89,10,Bacterial Spot
Pepper,Sandy,7.0,27,76,50,Bacterial Spot
Tomato,Sandy,7.1,29,87,54,Early Blight
Pepper,Clay,6.7,24,73,20,Bacterial Spot
Potato,Sandy,5.8,22,87,141,Late Blight
Pepper,Sandy,6.4,35,57,75,Healthy
Potato,Loamy,5.6,19,77,121,Early Blight
Tomato,Loamy,5.5,25,73,34,Early Blight
Potato,Loamy,5.8,18,78,170,Early Blight
Potato,Clay,5.8,27,93,29,Early Blight
Pepper,Loamy,6.4,19,62,161,Healthy
Potato,Sandy,6.9,26,92,27,Early Blight
Tomato,Loamy,6.9,34,75,176,Early Blight
Potato,Clay,7.1,19,72,32,Early Blight
Potato,Clay,6.3,19,87,103,Late Blight
Tomato,Sandy,6.7,29,55,38,Healthy
Tomato,Sandy,5.8,34,78,177,Early Blight
Potato,Loamy,7.1,25,85,159,Late Blight
Potato,Loamy,5.5,23,84,15,Early Blight
Tomato,Clay,5.8,18,64,178,Healthy
Potato,Loamy,5.7,23,63,114,Healthy
Pepper,Clay,6.4,29,62,159,Healthy
Potato,Sandy,6.1,19,73,39,Early Blight
Pepper,Sandy,5.5,32,62,118,Healthy
Pepper,Sandy,7.1,23,84,43,Bacterial Spot
Pepper,Loamy,6.2,29,83,158,Bacterial Leaf Spot
Potato,Clay,5.9,21,72,131,Early Blight
Potato,Sandy,6.3,32,55,64,Healthy
Pepper,Clay,5.5,18,91,106,Bacterial Leaf Spot
Potato,Loamy,5.8,35,70,115,Healthy
Tomato,Sandy,5.6,23,63,123,Healthy
Potato,Clay,7.1,22,73,58,Early Blight
Tomato,Sandy,7.1,20,93,142,Late Blight
Tomato,Loamy,6.9,31,59,110,Healthy
Pepper,Sandy,6.4,25,70,81,Healthy
Tomato,Clay,5.7,18,83,148,Late Blight
Tomato,Clay,6.9,19,82,20,Early Blight
Tomato,Clay,7.1,28,60,97,Healthy
Pepper,Loamy,5.5,35,58,51,Healthy
Pepper,Loamy,6.0,34,69,85,Healthy
Tomato,Sandy,6.9,18,84,54,Early Blight
Potato,Clay,6.3,31,76,28,Early Blight
Tomato,Loamy,6.2,23,91,152,Late Blight
Potato,Loamy,6.1,25,79,126,Early Blight
Potato,Sandy,5.9,33,91,130,Late Blight
Potato,Sandy,5.7,31,60,75,Healthy
Tomato,Clay,7.0,28,67,42,Healthy
Tomato,Clay,7.2,27,94,28,Early Blight
Tomato,Sandy,5.8,34,82,164,Late Blight
Tomato,Loamy,6.4,21,76,55,Early Blight
Pepper,Loamy,5.9,27,73,55,Bacterial Spot
Tomato,Sandy,6.0,25,88,174,Late Blight
Potato,Clay,6.6,26,61,16,Healthy
Potato,Sandy,6.0,19,75,102,Early Blight
Pepper,Sandy,6.7,23,57,122,Healthy
Potato,Clay,6.5,23,80,133,Early Blight
Pepper,Loamy,7.1,31,71,21,Bacterial Spot
Potato,Sandy,7.1,35,93,26,Early Blight
Potato,Sandy,6.4,27,66,64,Healthy
Tomato,Sandy,6.7,24,71,70,Early Blight
Tomato,Loamy,7.1,30,69,39,Healthy
Pepper,Clay,6.4,29,64,48,Healthy
Pepper,Clay,6.1,23,78,175,Bacterial Spot
Tomato,Sandy,6.3,30,70,141,Healthy
Tomato,Sandy,6.2,32,87,113,Late Blight
Potato,Sandy,6.1,28,71,157,Early Blight
Tomato,Clay,7.1,26,80,14,Early Blight
Tomato,Sandy,6.0,29,58,11,Healthy
Potato,Loamy,6.2,28,81,104,Late Blight
Potato,Loamy,6.5,21,92,176,Late Blight
Potato,Sandy,6.7,24,59,42,Healthy
Tomato,Sandy,5.6,22,90,99,Early Blight
Pepper,Sandy,5.7,29,82,99,Bacterial Spot
Tomato,Clay,5.6,26,92,131,Late Blight
Pepper,Sandy,5.5,20,71,120,Bacterial Spot
Potato,Clay,5.6,18,93,78,Early Blight
Tomato,Sandy,6.7,35,77,35,Early Blight
Tomato,Sandy,5.7,35,78,177,Early Blight
Potato,Loamy,7.1,23,59,174,Healthy
Potato,Loamy,6.2,35,56,123,Healthy
Potato,Loamy,6.0,18,83,41,Early Blight
Potato,Loamy,6.3,32,68,44,Healthy
Potato,Clay,5.8,32,79,126,Early Blight
Pepper,Clay,5.8,32,94,14,Bacterial Spot
Pepper,Sandy,6.9,26,95,150,Bacterial Leaf Spot
Potato,Loamy,6.6,35,79,49,Early Blight
Tomato,Clay,5.9,35,90,136,Late Blight
Tomato,Loamy,6.0,21,91,151,Late Blight
Pepper,Clay,5.8,33,94,75,Bacterial Spot
Potato,Sandy,6.4,29,88,58,Early Blight
Potato,Clay,6.4,32,88,89,Early Blight
Potato,Sandy,5.9,32,90,80,Early Blight
Potato,Clay,6.8,26,86,72,Early Blight
Potato,Sandy,7.1,26,61,134,Healthy
Pepper,Clay,5.7,28,89,126,Bacterial Leaf Spot
Tomato,Sandy,6.6,34,89,19,Early Blight
Potato,Sandy,6.4,35,70,16,Healthy
Potato,Clay,6.6,35,91,98,Early Blight
Tomato,Clay,6.8,32,89,105,Late Blight
Tomato,Sandy,6.1,22,86,91,Early Blight
Pepper,Sandy,5.8,21,86,98,Bacterial Spot
Tomato,Sandy,7.2,34,58,134,Healthy
Potato,Sandy,6.2,23,95,177,Late Blight
Potato,Sandy,6.6,35,84,12,Early Blight
Pepper,Loamy,6.2,29,63,161,Healthy
Pepper,Sandy,5.8,25,63,144,Healthy
Tomato,Loamy,6.7,26,88,52,Early Blight
Potato,Sandy,6.2,26,64,44,Healthy
Tomato,Clay,6.4,18,94,73,Early Blight
Pepper,Loamy,5.5,22,55,175,Healthy
Pepper,Sandy,6.1,23,84,73,Bacterial Spot
Potato,Clay,6.5,35,88,114,Late Blight
Pepper,Clay,6.4,34,85,168,Bacterial Leaf Spot
Pepper,Clay,6.8,29,63,139,Healthy
Potato,Loamy,6.6,33,73,155,Early Blight
Pepper,Sandy,6.6,27,60,154,Healthy
Pepper,Clay,7.1,35,74,157,Bacterial Spot
Pepper,Loamy,7.0,27,81,149,Bacterial Leaf Spot
Pepper,Loamy,6.0,35,93,61,Bacterial Spot
Potato,Clay,5.5,24,73,166,Early Blight
Pepper,Loamy,7.1,24,61,26,Healthy
Tomato,Loamy,7.1,34,82,71,Early Blight
Pepper,Sandy,6.1,25,78,100,Bacterial Spot
Pepper,Loamy,6.5,20,83,177,Bacterial Leaf Spot
Pepper,Loamy,6.5,34,74,36,Bacterial Spot
Tomato,Sandy,7.0,19,85,63,Early Blight
Potato,Clay,6.3,26,61,70,Healthy
Potato,Sandy,5.6,35,74,58,Early Blight
Pepper,Loamy,5.8,29,75,162,Bacterial Spot
Pepper,Loamy,7.0,33,93,176,Bacterial Leaf Spot
Pepper,Clay,6.3,18,62,54,Healthy
Pepper,Sandy,5.9,26,85,120,Bacterial Leaf Spot
Tomato,Clay,6.2,27,70,180,Healthy
Potato,Clay,7.1,19,65,48,Healthy
Pepper,Clay,6.5,22,73,30,Bacterial Spot
Tomato,Loamy,6.0,26,94,142,Late Blight
Pepper,Sandy,6.7,19,79,97,Bacterial Spot
Tomato,Clay,6.4,20,62,37,Healthy
Potato,Sandy,6.0,26,82,48,Early Blight
Pepper,Sandy,6.0,23,88,103,Bacterial Leaf Spot
Pepper,Clay,5.8,22,86,172,Bacterial Leaf Spot
Tomato,Loamy,6.1,20,62,52,Healthy
Pepper,Sandy,6.0,25,71,25,Bacterial Spot
Pepper,Loamy,6.5,27,67,66,Healthy
Pepper,Sandy,6.4,25,94,86,Bacterial Spot
Pepper,Sandy,5.6,20,58,131,Healthy
Pepper,Clay,6.7,23,71,101,Bacterial Spot
Pepper,Clay,6.8,27,66,141,Healthy
Pepper,Loamy,6.8,30,55,180,Healthy
Pepper,Sandy,7.1,19,85,13,Bacterial Spot
Pepper,Clay,5.7,26,93,73,Bacterial Spot
Tomato,Clay,6.7,20,57,100,Healthy
Pepper,Clay,5.5,25,91,67,Bacterial Spot
Potato,Loamy,6.9,21,91,96,Early Blight
Pepper,Sandy,5.6,22,57,62,Healthy
Pepper,Clay,6.3,29,61,159,Healthy
Potato,Loamy,7.2,34,94,120,Late Blight
Potato,Loamy,6.1,23,89,103,Late Blight
Tomato,Loamy,6.1,33,78,177,Early Blight
Pepper,Loamy,6.0,33,85,96,Bacterial Spot
Potato,Loamy,6.9,19,69,129,Healthy
Tomato,Sandy,6.6,21,64,124,Healthy
Tomato,Clay,5.9,32,94,121,Late Blight
Tomato,Clay,5.6,32,77,100,Early Blight
Pepper,Sandy,5.9,29,84,63,Bacterial Spot
Potato,Sandy,7.2,21,95,73,Early Blight
Pepper,Sandy,6.3,32,64,39,Healthy
Potato,Clay,6.5,22,88,119,Late Blight
Pepper,Loamy,5.7,26,95,40,Bacterial Spot
Potato,Sandy,5.8,18,95,84,Early Blight
Potato,Sandy,6.5,26,84,30,Early Blight
Pepper,Loamy,6.1,35,71,59,Bacterial Spot
Potato,Loamy,5.6,21,67,114,Healthy
Potato,Clay,6.1,26,63,149,Healthy
Potato,Clay,6.1,32,88,142,Late Blight
Tomato,Clay,6.9,22,75,64,Early Blight
Pepper,Sandy,6.1,29,75,173,Bacterial Spot
Pepper,Clay,6.3,26,84,30,Bacterial Spot
Pepper,Clay,6.4,32,88,40,Bacterial Spot
Potato,Sandy,5.8,20,77,127,Early Blight
Tomato,Clay,6.2,18,58,79,Healthy
Tomato,Clay,5.6,23,64,97,Healthy
Tomato,Clay,6.2,30,71,107,Early Blight
Potato,Sandy,6.9,33,82,72,Early Blight
Potato,Sandy,6.2,19,68,15,Healthy
Potato,Clay,6.5,32,82,42,Early Blight
Potato,Sandy,7.0,20,70,124,Healthy
Pepper,Clay,7.2,18,61,142,Healthy
Potato,Sandy,6.8,27,95,111,Late Blight
Pepper,Sandy,5.9,24,67,50,Healthy
Tomato,Loamy,7.1,25,86,41,Early Blight
Tomato,Sandy,5.5,27,87,116,Late Blight
Potato,Clay,5.7,28,69,24,Healthy
Tomato,Sandy,5.8,21,72,42,Early Blight
Tomato,Loamy,7.1,20,91,149,Late Blight
Pepper,Sandy,5.6,21,65,150,Healthy
Potato,Sandy,6.0,22,66,96,Healthy
Tomato,Sandy,7.1,19,57,58,Healthy
Potato,Clay,6.9,34,63,127,Healthy
Tomato,Clay,6.2,30,55,35,Healthy
Potato,Clay,6.0,26,57,165,Healthy
Potato,Clay,6.9,19,57,109,Healthy
Tomato,Loamy,6.9,32,61,124,Healthy
Pepper,Sandy,6.2,30,89,15,Bacterial Spot
Tomato,Sandy,5.8,33,73,139,Early Blight
Tomato,Loamy,5.8,22,78,22,Early Blight
Pepper,Clay,7.0,24,61,145,Healthy
Pepper,Sandy,6.0,29,58,100,Healthy
Pepper,Clay,5.8,27,76,114,Bacterial Spot
Potato,Sandy,6.5,32,92,127,Late Blight
Pepper,Loamy,5.5,31,72,34,Bacterial Spot
Potato,Sandy,6.0,24,69,167,Healthy
Potato,Clay,5.9,26,84,114,Late Blight
Potato,Sandy,6.2,21,88,22,Early Blight
Tomato,Sandy,5.8,24,87,81,Early Blight
Potato,Clay,5.9,31,91,72,Early Blight
Potato,Loamy,6.2,24,76,71,Early Blight
Pepper,Clay,7.0,30,68,136,Healthy
Pepper,Loamy,6.6,21,74,92,Bacterial Spot
Potato,Loamy,7.1,35,70,115,Healthy
Pepper,Clay,7.1,23,93,81,Bacterial Spot
Tomato,Clay,6.8,35,56,166,Healthy
